Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,13.36,0.01,1.12,0.00,1.12,6.86,1.18,3.44,0.00,0.00,1.87,0.00,1.10,0.00,0.00,98.08,0.00
2,45.59,0.01,1.31,3.80,3.75,14.56,9.14,8.09,5.41,2.56,4.37,1.47,2.51,0.35,101.63,317.78,31.00
3,19.12,0.01,7.22,7.60,7.02,8.12,1.68,3.13,1.74,3.32,1.11,0.00,3.24,0.43,108.75,274.65,0.00
4,43.55,0.02,4.02,4.52,2.47,12.96,6.22,6.29,2.42,6.10,4.96,4.59,3.59,0.43,180.38,234.52,92.25
5,20.30,0.57,1.62,0.00,1.62,8.41,1.77,6.13,2.38,0.00,0.00,1.60,46.83,15.56,0.00,0.00,58.38
6,30.76,0.97,6.97,7.02,3.06,10.59,4.99,6.14,3.21,1.68,3.76,0.38,61.45,27.78,57.13,220.57,14.88
7,9.70,1.28,1.21,0.00,1.21,5.52,0.91,1.62,0.00,0.00,1.63,0.00,45.32,0.00,0.00,133.15,0.00
8,22.85,2.01,5.35,4.11,3.68,8.79,3.76,3.34,3.74,1.01,0.00,2.20,106.18,24.48,26.25,0.00,109.50
