Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,12.49,0.01,0.29,0.00,0.29,6.08,1.32,2.98,0.00,0.00,2.11,0.00,1.39,0.00,0.00,134.24,0.00
2,49.20,0.01,8.34,5.03,7.68,14.97,8.06,6.63,2.49,3.39,8.26,5.40,1.60,0.16,114.75,666.24,205.38
3,67.15,0.07,2.64,8.31,8.46,25.78,10.48,3.91,1.92,2.83,11.77,10.44,4.29,0.76,234.88,2877.27,708.38
4,54.50,0.01,9.45,9.18,6.90,21.36,9.49,3.33,4.58,8.52,4.84,2.37,3.10,0.53,140.38,355.17,313.88
5,54.32,0.37,8.88,8.92,1.82,17.86,12.80,12.10,5.72,1.03,1.23,3.57,56.09,14.23,23.38,70.49,105.38
6,44.12,0.60,7.32,7.10,9.67,15.83,7.72,6.07,5.87,1.09,4.48,3.06,67.48,29.85,24.75,295.98,104.38
7,8.51,0.63,6.77,0.00,6.77,5.48,0.87,1.01,0.00,0.00,1.16,0.00,58.89,0.00,0.00,53.14,0.00
8,21.74,2.34,4.63,3.46,3.18,9.06,3.41,2.90,0.31,0.97,2.80,2.28,131.76,7.35,28.63,281.22,125.00
