Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,11.00,0.01,9.42,0.00,9.42,6.48,0.77,2.86,0.00,0.00,0.89,0.00,0.93,0.00,0.00,69.42,0.00
2,41.48,0.01,6.89,4.35,8.15,15.90,7.31,7.14,1.78,2.70,4.60,2.03,1.62,0.08,98.75,540.66,39.13
3,18.20,0.05,0.00,6.00,6.00,8.78,1.20,5.66,1.21,1.34,0.00,0.00,4.04,0.42,84.00,0.00,0.00
4,42.19,0.02,8.62,1.98,8.54,22.70,5.52,5.18,4.10,1.63,3.04,0.00,3.15,0.65,75.75,207.66,0.00
5,33.83,0.55,3.96,2.40,4.08,12.34,4.43,8.52,3.14,1.02,2.53,1.81,73.75,23.73,5.38,363.36,68.13
6,31.10,0.28,1.77,5.58,5.37,10.36,4.77,6.43,4.40,1.03,3.19,0.91,39.36,31.47,43.88,363.64,23.75
7,9.11,0.94,3.20,0.00,3.20,5.41,0.23,1.90,0.00,0.00,1.56,0.00,102.51,0.00,0.00,63.74,0.00
8,40.45,1.90,4.11,1.31,3.90,13.53,7.60,4.62,3.62,2.01,5.83,3.21,126.19,25.07,37.25,618.04,150.75
