Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,12.42,0.01,2.95,2.37,1.75,6.11,1.08,2.62,0.00,1.52,1.07,0.00,0.86,0.00,15.88,61.86,0.00
2,28.03,0.00,5.01,2.79,4.90,10.57,2.07,6.71,2.30,1.64,3.70,1.03,1.69,0.16,110.75,403.86,23.50
3,17.60,0.03,0.00,2.62,2.62,9.07,1.59,3.14,2.54,1.23,0.00,0.00,3.93,1.29,92.63,0.00,0.00
4,39.13,0.01,6.42,2.86,7.01,14.91,4.36,4.76,2.39,1.87,6.64,4.20,3.13,0.45,182.00,514.94,70.38
5,21.98,0.43,8.16,9.82,6.08,10.04,2.09,2.47,2.63,3.23,0.57,0.93,26.48,12.08,90.25,29.09,62.00
6,49.82,0.24,6.98,3.92,7.88,15.89,7.50,7.51,5.06,6.42,5.77,1.67,73.48,36.11,169.38,794.90,48.00
7,9.13,0.48,3.37,0.00,3.37,6.02,0.91,1.50,0.00,0.00,0.68,0.00,48.61,0.00,0.00,57.59,0.00
8,17.05,1.41,2.51,5.08,5.00,7.97,0.82,2.01,0.83,0.80,3.00,1.61,105.63,8.54,20.25,292.47,98.75
