Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,15.12,0.01,7.68,2.84,7.84,6.22,8.63,5.98,6.01,6.37,1.69,570.46,314.86,357.47
2,10.16,0.01,6.43,6.65,7.76,5.19,4.78,3.37,2.82,3.76,1.50,162.92,218.55,222.86
3,14.51,0.06,3.08,9.07,9.58,6.36,4.68,5.27,4.32,4.24,4.31,232.40,221.55,143.36
4,16.08,0.01,8.48,3.02,8.99,7.54,7.61,5.58,5.12,5.01,6.31,294.36,301.21,293.77
5,21.37,0.27,6.85,6.99,3.51,7.71,11.97,6.32,6.79,6.96,34.55,112.10,179.52,188.91
6,13.56,0.60,4.47,4.32,1.45,7.42,5.83,3.87,4.12,3.38,50.33,203.01,188.61,83.53
7,19.43,1.52,9.86,3.17,9.71,8.14,6.30,6.23,7.26,5.91,175.93,189.85,421.68,177.35
8,19.85,0.62,9.51,4.33,8.67,7.69,7.43,6.52,7.56,6.26,161.60,201.59,412.11,172.84
