Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,13.34,0.01,1.54,3.20,2.83,7.26,5.98,3.86,4.37,3.08,1.25,158.36,432.15,97.93
2,15.13,0.01,4.65,6.72,7.28,8.74,6.23,3.90,4.22,3.87,1.85,113.58,319.16,184.09
3,52.15,0.07,4.71,8.21,9.46,14.86,26.24,19.47,18.16,19.07,14.37,548.40,302.77,403.74
4,13.39,0.02,7.36,7.49,8.30,7.92,5.06,3.48,3.70,3.27,4.46,221.44,114.07,184.00
5,20.28,0.55,1.11,3.67,3.83,7.40,12.07,6.89,7.13,7.10,36.03,99.19,221.18,215.88
6,14.80,0.53,5.19,4.26,6.64,7.60,7.02,4.56,4.58,4.70,65.99,295.03,337.77,204.20
7,12.97,1.62,1.24,4.75,4.62,7.00,1.62,3.66,3.51,3.61,52.34,107.46,200.46,145.17
8,26.96,0.84,1.38,0.98,1.30,12.03,6.06,7.74,7.64,7.24,183.07,295.92,486.21,219.16
