Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,11.93,0.01,8.53,5.83,6.78,7.18,4.62,3.71,3.40,3.71,1.22,253.89,245.60,294.16
2,11.83,0.01,3.31,7.87,8.47,5.12,5.70,3.58,4.20,3.86,1.80,193.31,206.92,237.65
3,12.53,0.07,2.47,9.00,9.33,6.13,5.73,3.66,3.60,3.67,4.56,242.32,126.14,190.59
4,10.22,0.01,6.29,1.41,6.38,5.22,4.81,3.28,3.22,3.10,3.88,300.66,200.87,185.74
5,11.25,0.49,4.31,4.08,1.99,5.72,5.24,2.91,3.68,3.22,43.57,102.26,190.53,200.81
6,22.56,0.93,2.36,3.51,4.10,12.14,9.27,6.21,6.34,6.37,66.99,324.71,383.29,359.28
7,11.96,1.58,2.75,0.71,2.81,6.40,5.22,2.97,3.50,3.40,55.46,110.11,189.31,164.14
8,9.81,0.59,3.47,2.42,2.53,5.52,3.86,2.92,3.04,2.82,160.60,224.39,168.61,316.57
