Task,Timestamp,State,TouchCount,TouchPosition1,TouchPosition2,ObjectPosition,ObjectRotation,DistanceMismatchX,DistanceMismatchY,DistanceMismatchZ,RotationMismatchX,RotationMismatchY,RotationMismatchZ
1,2023-06-01 16:58:19.080,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.092,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.103,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.113,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.125,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.137,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.146,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.157,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.169,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.179,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.191,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.202,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.213,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.224,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.236,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.247,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.257,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.268,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.280,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.292,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.302,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.316,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.324,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.336,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.347,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.358,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.370,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.380,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.391,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.402,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.414,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.426,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.437,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.447,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.458,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.470,Idle,0,NA,NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.480,Checking,1,(1037.00;176.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.492,Checking,1,(1037.00;176.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.503,Checking,1,(1037.00;176.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.514,Checking,1,(1037.00;176.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.525,Idle,1,(1032.00;184.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.537,Checking,1,(1032.00;184.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.548,Checking,1,(1019.00;189.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.563,Checking,1,(998.00;194.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.571,Checking,1,(970.00;197.00),NA,(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.580,TranslationXZ,1,(942.00;197.00),NA,(-0.10;20.62;-83.11),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.592,TranslationXZ,1,(942.00;197.00),NA,(-0.10;20.62;-83.11),(0.00;90.00;0.00),0.70,0.00,0.21,60.00,0.00,60.00
1,2023-06-01 16:58:19.603,TranslationXZ,1,(913.00;196.00),NA,(-0.12;20.62;-83.11),(0.00;90.00;0.00),0.70,0.00,0.21,60.00,0.00,60.00
1,2023-06-01 16:58:19.614,TranslationXZ,1,(885.00;194.00),NA,(-0.14;20.62;-83.11),(0.00;90.00;0.00),0.68,0.00,0.21,60.00,0.00,60.00
1,2023-06-01 16:58:19.626,TranslationXZ,1,(854.00;191.00),NA,(-0.17;20.62;-83.11),(0.00;90.00;0.00),0.66,0.00,0.21,60.00,0.00,60.00
1,2023-06-01 16:58:19.637,TranslationXZ,1,(801.00;186.00),NA,(-0.22;20.62;-83.12),(0.00;90.00;0.00),0.63,0.00,0.21,60.00,0.00,60.00
1,2023-06-01 16:58:19.649,TranslationXZ,1,(780.00;185.00),NA,(-0.23;20.62;-83.12),(0.00;90.00;0.00),0.58,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.658,TranslationXZ,1,(763.00;183.00),NA,(-0.24;20.62;-83.12),(0.00;90.00;0.00),0.57,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.670,TranslationXZ,1,(745.00;181.00),NA,(-0.25;20.62;-83.12),(0.00;90.00;0.00),0.56,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.680,TranslationXZ,1,(745.00;181.00),NA,(-0.25;20.62;-83.12),(0.00;90.00;0.00),0.55,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.693,TranslationXZ,1,(703.00;180.00),NA,(-0.29;20.62;-83.12),(0.00;90.00;0.00),0.55,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.702,TranslationXZ,1,(703.00;180.00),NA,(-0.29;20.62;-83.12),(0.00;90.00;0.00),0.51,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.715,TranslationXZ,1,(682.00;179.00),NA,(-0.31;20.62;-83.12),(0.00;90.00;0.00),0.51,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.725,TranslationXZ,1,(661.00;178.00),NA,(-0.32;20.62;-83.12),(0.00;90.00;0.00),0.49,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.736,TranslationXZ,1,(661.00;178.00),NA,(-0.32;20.62;-83.12),(0.00;90.00;0.00),0.48,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.747,TranslationXZ,1,(639.00;178.00),NA,(-0.33;20.62;-83.12),(0.00;90.00;0.00),0.48,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.759,TranslationXZ,1,(639.00;178.00),NA,(-0.33;20.62;-83.12),(0.00;90.00;0.00),0.47,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.771,TranslationXZ,1,(619.00;176.00),NA,(-0.34;20.62;-83.13),(0.00;90.00;0.00),0.47,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.780,TranslationXZ,1,(607.00;174.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.46,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.792,TranslationXZ,1,(607.00;174.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.804,TranslationXZ,1,(607.00;174.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.815,TranslationXZ,1,(607.00;174.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.834,TranslationXZ,1,(607.00;174.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.837,TranslationXZ,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.849,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.858,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.870,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.880,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.892,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.903,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.914,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.926,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.937,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.947,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.959,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.970,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.981,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:19.992,Idle,0,NA,NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.004,Checking,1,(870.00;192.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.015,Checking,1,(860.00;192.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.025,Checking,1,(860.00;192.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.037,Checking,1,(842.00;192.00),NA,(-0.35;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.049,TranslationXZ,1,(817.00;190.00),NA,(-0.40;20.62;-83.13),(0.00;90.00;0.00),0.45,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.059,TranslationXZ,1,(760.00;183.00),NA,(-0.47;20.62;-83.14),(0.00;90.00;0.00),0.40,0.00,0.20,60.00,0.00,60.00
1,2023-06-01 16:58:20.076,TranslationXZ,1,(736.00;180.00),NA,(-0.48;20.62;-83.14),(0.00;90.00;0.00),0.33,0.00,0.19,60.00,0.00,60.00
1,2023-06-01 16:58:20.081,TranslationXZ,1,(736.00;180.00),NA,(-0.48;20.62;-83.14),(0.00;90.00;0.00),0.32,0.00,0.19,60.00,0.00,60.00
1,2023-06-01 16:58:20.093,TranslationXZ,1,(714.00;177.00),NA,(-0.50;20.62;-83.14),(0.00;90.00;0.00),0.32,0.00,0.19,60.00,0.00,60.00
1,2023-06-01 16:58:20.104,TranslationXZ,1,(690.00;173.00),NA,(-0.51;20.62;-83.14),(0.00;90.00;0.00),0.30,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.115,TranslationXZ,1,(664.00;169.00),NA,(-0.53;20.62;-83.15),(0.00;90.00;0.00),0.29,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.126,TranslationXZ,1,(664.00;169.00),NA,(-0.53;20.62;-83.15),(0.00;90.00;0.00),0.27,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.138,TranslationXZ,1,(639.00;167.00),NA,(-0.55;20.62;-83.15),(0.00;90.00;0.00),0.27,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.148,TranslationXZ,1,(614.00;166.00),NA,(-0.57;20.62;-83.15),(0.00;90.00;0.00),0.25,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.160,TranslationXZ,1,(614.00;166.00),NA,(-0.57;20.62;-83.15),(0.00;90.00;0.00),0.23,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.171,TranslationXZ,1,(590.00;166.00),NA,(-0.59;20.62;-83.15),(0.00;90.00;0.00),0.23,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.182,TranslationXZ,1,(568.00;167.00),NA,(-0.60;20.62;-83.15),(0.00;90.00;0.00),0.21,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.193,TranslationXZ,1,(568.00;167.00),NA,(-0.60;20.62;-83.15),(0.00;90.00;0.00),0.20,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.204,TranslationXZ,1,(547.00;167.00),NA,(-0.61;20.62;-83.15),(0.00;90.00;0.00),0.20,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.215,TranslationXZ,1,(532.00;169.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.19,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.227,TranslationXZ,1,(532.00;169.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.237,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.248,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.259,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.270,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.281,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.292,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.303,TranslationXZ,1,(519.00;170.00),NA,(-0.62;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.315,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.18,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.326,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.336,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.348,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.360,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.370,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.382,TranslationXZ,1,(510.00;170.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.395,TranslationXZ,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.404,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.415,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.426,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.437,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.448,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.458,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.469,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.480,Idle,0,NA,NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.494,Checking,1,(741.00;185.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.503,Checking,1,(741.00;185.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.515,Checking,1,(729.00;186.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.526,Checking,1,(729.00;186.00),NA,(-0.63;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.539,TranslationXZ,1,(714.00;186.00),NA,(-0.65;20.62;-83.15),(0.00;90.00;0.00),0.17,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.548,TranslationXZ,1,(690.00;185.00),NA,(-0.66;20.62;-83.15),(0.00;90.00;0.00),0.15,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.563,TranslationXZ,1,(663.00;183.00),NA,(-0.69;20.62;-83.15),(0.00;90.00;0.00),0.14,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.570,TranslationXZ,1,(663.00;183.00),NA,(-0.69;20.62;-83.15),(0.00;90.00;0.00),0.11,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.581,TranslationXZ,1,(633.00;182.00),NA,(-0.71;20.62;-83.15),(0.00;90.00;0.00),0.11,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.592,TranslationXZ,1,(605.00;180.00),NA,(-0.74;20.62;-83.15),(0.00;90.00;0.00),0.09,0.00,0.18,60.00,0.00,60.00
1,2023-06-01 16:58:20.604,TranslationXZ,1,(576.00;180.00),NA,(-0.76;20.62;-83.15),(0.00;90.00;0.00),0.06,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.616,TranslationXZ,1,(576.00;180.00),NA,(-0.76;20.62;-83.15),(0.00;90.00;0.00),0.04,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.626,TranslationXZ,1,(549.00;180.00),NA,(-0.79;20.62;-83.15),(0.00;90.00;0.00),0.04,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.637,TranslationXZ,1,(525.00;180.00),NA,(-0.81;20.62;-83.15),(0.00;90.00;0.00),0.01,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.648,TranslationXZ,1,(525.00;180.00),NA,(-0.81;20.62;-83.15),(0.00;90.00;0.00),0.01,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.659,TranslationXZ,1,(505.00;180.00),NA,(-0.82;20.62;-83.15),(0.00;90.00;0.00),0.01,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.670,TranslationXZ,1,(489.00;179.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.02,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.682,TranslationXZ,1,(489.00;179.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.03,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.694,TranslationXZ,1,(477.00;179.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.03,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.703,TranslationXZ,1,(477.00;179.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.03,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.715,TranslationXZ,1,(469.00;180.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.03,0.00,0.17,60.00,0.00,60.00
1,2023-06-01 16:58:20.726,TranslationXZ,1,(469.00;180.00),NA,(-0.83;20.62;-83.15),(0.00;90.00;0.00),0.03,0.00,0.17,60.00,0.00,60.00
