Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,9.95,0.01,3.57,3.77,4.10,5.71,4.18,2.84,2.72,2.97,1.40,139.02,140.85,215.20
2,9.48,0.01,5.66,6.35,8.46,5.83,3.22,2.58,2.08,2.34,3.04,145.23,114.42,180.49
3,9.33,0.03,0.88,5.17,5.13,5.67,3.21,2.24,2.06,2.18,4.49,152.38,69.30,77.95
4,10.25,0.01,2.33,0.75,2.45,5.90,4.20,3.00,2.62,2.59,4.95,131.85,169.28,172.34
5,10.44,0.37,1.80,3.92,4.09,5.76,4.38,2.42,3.07,2.77,42.71,101.17,187.07,140.19
6,10.39,0.35,3.13,5.51,5.91,6.12,4.12,2.37,2.73,2.67,59.39,142.12,197.07,174.01
7,13.05,1.07,1.73,3.85,4.12,6.33,4.19,3.78,4.37,3.70,161.85,102.84,188.09,112.99
8,9.98,2.52,6.14,4.63,4.03,6.13,2.49,2.17,2.02,2.36,257.19,105.22,86.42,145.40
