Task,Timestamp,isGrabbing,ControllerPosition,ControllerRotation,ObjectPosition,ObjectRotation,DistanceMismatchX,DistanceMismatchY,DistanceMismatchZ,RotationMismatchX,RotationMismatchY,RotationMismatchZ
1,2023-06-02 15:01:00.654,False,(0.32;20.93;-83.61),(-68.41;-52.76;52.80),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-02 15:01:00.665,False,(0.32;20.93;-83.61),(-68.87;-50.07;50.95),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-02 15:01:00.676,False,(0.32;20.93;-83.61),(-69.57;-46.79;48.59),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-02 15:01:00.687,True,(0.32;20.93;-83.62),(-70.64;-43.34;45.69),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-02 15:01:00.699,True,(0.31;20.92;-83.62),(-71.50;-40.59;43.41),(0.00;20.62;-83.13),(1.13;90.59;-0.14),0.80,0.00,0.20,59.41,1.14,59.41
1,2023-06-02 15:01:00.709,True,(0.31;20.92;-83.62),(-72.29;-36.85;40.10),(-0.01;20.62;-83.13),(2.42;91.18;-0.09),0.80,0.00,0.20,58.82,2.43,58.85
1,2023-06-02 15:01:00.721,True,(0.30;20.92;-83.62),(-73.12;-31.91;35.23),(-0.01;20.62;-83.13),(4.08;91.49;0.08),0.79,0.00,0.20,58.52,4.08,58.60
1,2023-06-02 15:01:00.731,True,(0.30;20.92;-83.63),(-73.57;-27.03;29.68),(-0.02;20.62;-83.14),(5.68;91.08;0.50),0.79,0.01,0.19,58.97,5.70,59.09
1,2023-06-02 15:01:00.745,True,(0.29;20.92;-83.63),(-74.01;-21.75;23.73),(-0.03;20.61;-83.14),(7.36;90.68;0.82),0.78,0.01,0.19,59.43,7.41,59.60
1,2023-06-02 15:01:00.754,True,(0.29;20.91;-83.63),(-74.14;-16.64;17.64),(-0.04;20.61;-83.15),(8.98;90.00;1.26),0.78,0.01,0.18,60.20,9.07,60.40
1,2023-06-02 15:01:00.765,True,(0.28;20.91;-83.64),(-74.25;-12.35;13.12),(-0.05;20.61;-83.15),(10.20;89.97;1.46),0.76,0.01,0.18,60.30,10.31,60.55
1,2023-06-02 15:01:00.776,True,(0.27;20.91;-83.64),(-74.31;-8.03;8.89),(-0.07;20.60;-83.16),(11.34;90.25;1.61),0.75,0.02,0.17,60.08,11.45,60.40
1,2023-06-02 15:01:00.788,True,(0.26;20.90;-83.65),(-74.27;-3.66;4.96),(-0.08;20.60;-83.16),(12.39;90.87;1.78),0.74,0.02,0.17,59.53,12.52,59.93
1,2023-06-02 15:01:00.799,True,(0.25;20.90;-83.65),(-74.10;1.35;0.95),(-0.10;20.59;-83.17),(13.47;92.08;2.00),0.73,0.03,0.16,58.41,13.62,58.90
1,2023-06-02 15:01:00.810,True,(0.24;20.90;-83.65),(-73.58;6.30;-3.76),(-0.11;20.59;-83.18),(14.80;92.62;2.50),0.71,0.03,0.15,58.05,15.00,58.59
1,2023-06-02 15:01:00.821,True,(0.24;20.90;-83.66),(-72.97;11.05;-8.63),(-0.13;20.58;-83.18),(16.26;92.83;2.97),0.69,0.04,0.15,58.05,16.52,58.64
1,2023-06-02 15:01:00.832,True,(0.23;20.89;-83.66),(-72.33;16.00;-14.15),(-0.14;20.58;-83.19),(17.99;92.62;3.31),0.68,0.04,0.14,58.46,18.28,59.16
1,2023-06-02 15:01:00.843,True,(0.22;20.89;-83.67),(-71.68;20.68;-18.98),(-0.15;20.58;-83.20),(19.60;92.77;3.55),0.67,0.04,0.13,58.48,19.91,59.34
1,2023-06-02 15:01:00.854,True,(0.21;20.89;-83.67),(-70.81;26.02;-24.27),(-0.16;20.57;-83.20),(21.50;93.19;3.79),0.66,0.05,0.13,58.27,21.82,59.38
1,2023-06-02 15:01:00.864,True,(0.20;20.89;-83.67),(-69.97;28.86;-27.32),(-0.18;20.57;-83.21),(22.77;93.30;4.16),0.64,0.05,0.12,58.40,23.13,59.59
1,2023-06-02 15:01:00.877,True,(0.20;20.88;-83.68),(-69.13;30.10;-29.22),(-0.19;20.57;-83.21),(23.74;92.95;4.66),0.63,0.05,0.12,59.03,24.17,60.14
1,2023-06-02 15:01:00.888,True,(0.19;20.88;-83.68),(-68.70;31.11;-30.87),(-0.20;20.57;-83.22),(24.47;92.48;4.78),0.62,0.06,0.11,59.60,24.90,60.74
1,2023-06-02 15:01:00.899,True,(0.18;20.88;-83.68),(-68.83;32.67;-33.01),(-0.22;20.57;-83.22),(25.07;91.81;4.22),0.60,0.06,0.11,60.05,25.40,61.48
1,2023-06-02 15:01:00.910,True,(0.17;20.88;-83.68),(-69.15;35.92;-36.36),(-0.23;20.57;-83.22),(25.92;91.50;3.21),0.59,0.06,0.10,59.95,26.10,61.97
1,2023-06-02 15:01:00.920,True,(0.16;20.88;-83.69),(-68.80;38.21;-38.92),(-0.24;20.57;-83.23),(26.87;91.27;2.93),0.58,0.06,0.10,60.09,27.02,62.42
1,2023-06-02 15:01:00.931,True,(0.16;20.88;-83.69),(-68.14;39.60;-40.35),(-0.25;20.56;-83.23),(27.68;91.44;3.16),0.57,0.06,0.10,60.07,27.85,62.49
1,2023-06-02 15:01:00.943,True,(0.15;20.88;-83.69),(-67.04;40.79;-41.48),(-0.26;20.56;-83.23),(28.71;91.90;3.83),0.56,0.06,0.10,60.00,28.94,62.39
1,2023-06-02 15:01:00.954,True,(0.14;20.88;-83.69),(-65.80;42.97;-43.78),(-0.26;20.56;-83.23),(30.21;92.17;4.24),0.55,0.06,0.10,60.03,30.48,62.60
1,2023-06-02 15:01:00.965,True,(0.14;20.88;-83.69),(-64.61;45.52;-46.57),(-0.27;20.56;-83.23),(31.87;92.24;4.36),0.55,0.06,0.10,60.13,32.14,63.06
1,2023-06-02 15:01:00.976,True,(0.13;20.88;-83.69),(-63.39;48.23;-49.48),(-0.28;20.56;-83.23),(33.64;92.33;4.33),0.54,0.06,0.10,60.14,33.88,63.56
1,2023-06-02 15:01:00.988,True,(0.12;20.88;-83.69),(-62.72;49.90;-51.23),(-0.29;20.56;-83.23),(34.67;92.36;4.19),0.53,0.06,0.09,60.09,34.89,63.88
1,2023-06-02 15:01:00.999,True,(0.11;20.88;-83.69),(-62.27;50.75;-52.33),(-0.30;20.57;-83.23),(35.34;92.18;4.09),0.52,0.06,0.09,60.25,35.54,64.25
1,2023-06-02 15:01:01.010,True,(0.10;20.88;-83.69),(-62.52;50.92;-52.49),(-0.32;20.57;-83.24),(35.20;92.05;3.82),0.51,0.06,0.09,60.20,35.38,64.30
1,2023-06-02 15:01:01.020,True,(0.09;20.88;-83.69),(-62.25;51.73;-53.42),(-0.33;20.57;-83.24),(35.68;91.93;3.63),0.49,0.06,0.09,60.24,35.84,64.56
1,2023-06-02 15:01:01.031,True,(0.09;20.88;-83.69),(-61.78;52.67;-54.81),(-0.35;20.57;-83.24),(36.46;91.49;3.39),0.48,0.06,0.09,60.56,36.60,65.16
1,2023-06-02 15:01:01.043,True,(0.08;20.88;-83.70),(-61.09;53.33;-56.67),(-0.36;20.57;-83.24),(37.56;90.30;3.04),0.46,0.06,0.09,61.58,37.66,66.42
1,2023-06-02 15:01:01.057,True,(0.06;20.88;-83.70),(-59.99;52.39;-58.00),(-0.39;20.58;-83.24),(38.83;88.30;3.20),0.45,0.05,0.08,63.73,38.94,68.32
1,2023-06-02 15:01:01.069,True,(0.06;20.89;-83.70),(-58.96;51.21;-58.90),(-0.40;20.58;-83.24),(39.93;86.54;3.49),0.43,0.05,0.08,65.73,40.06,69.96
1,2023-06-02 15:01:01.081,True,(0.05;20.89;-83.70),(-57.95;50.32;-60.46),(-0.41;20.58;-83.25),(41.23;84.24;3.37),0.41,0.05,0.08,68.00,41.34,72.01
1,2023-06-02 15:01:01.092,True,(0.04;20.89;-83.70),(-57.57;49.41;-61.43),(-0.42;20.58;-83.25),(41.83;82.31;3.07),0.40,0.05,0.08,69.76,41.92,73.57
1,2023-06-02 15:01:01.102,True,(0.03;20.89;-83.70),(-58.03;47.82;-61.11),(-0.44;20.59;-83.25),(41.35;80.90;2.92),0.39,0.05,0.08,71.05,41.43,74.47
1,2023-06-02 15:01:01.115,True,(0.02;20.89;-83.70),(-58.56;47.10;-61.56),(-0.46;20.59;-83.25),(41.03;79.37;2.28),0.37,0.04,0.08,72.13,41.08,75.51
1,2023-06-02 15:01:01.126,True,(0.01;20.90;-83.70),(-58.57;47.11;-63.24),(-0.47;20.60;-83.25),(41.47;77.28;1.27),0.35,0.04,0.08,73.56,41.49,77.14
1,2023-06-02 15:01:01.137,True,(0.00;20.90;-83.70),(-57.85;46.37;-63.11),(-0.48;20.60;-83.25),(42.06;77.03;1.84),0.34,0.03,0.08,74.21,42.09,77.44
1,2023-06-02 15:01:01.147,True,(0.00;20.90;-83.69),(-56.60;45.33;-62.81),(-0.49;20.60;-83.25),(43.05;76.98;2.92),0.33,0.03,0.08,75.02,43.13,77.68
1,2023-06-02 15:01:01.159,True,(-0.01;20.90;-83.69),(-54.45;44.53;-62.85),(-0.50;20.60;-83.24),(44.88;77.23;4.48),0.32,0.03,0.08,75.96,45.06,77.88
1,2023-06-02 15:01:01.170,True,(-0.02;20.90;-83.69),(-52.88;43.21;-62.41),(-0.51;20.60;-83.24),(46.05;77.37;6.02),0.31,0.03,0.08,77.01,46.35,78.04
1,2023-06-02 15:01:01.180,True,(-0.02;20.90;-83.69),(-51.78;41.52;-61.54),(-0.52;20.61;-83.24),(46.64;77.48;7.57),0.31,0.03,0.09,78.09,47.11,78.10
1,2023-06-02 15:01:01.192,True,(-0.03;20.91;-83.68),(-51.01;40.53;-60.98),(-0.52;20.61;-83.24),(47.05;77.71;8.64),0.30,0.02,0.09,78.70,47.65,78.04
1,2023-06-02 15:01:01.202,True,(-0.04;20.91;-83.68),(-49.99;39.76;-60.63),(-0.53;20.62;-83.23),(47.73;78.08;9.83),0.29,0.02,0.09,79.29,48.49,77.95
1,2023-06-02 15:01:01.214,True,(-0.04;20.91;-83.68),(-49.07;39.17;-60.77),(-0.54;20.62;-83.23),(48.50;77.94;10.57),0.28,0.02,0.10,80.09,49.35,78.22
1,2023-06-02 15:01:01.225,True,(-0.05;20.91;-83.68),(-48.34;38.03;-60.43),(-0.55;20.62;-83.23),(48.92;77.78;11.54),0.27,0.01,0.10,81.05,49.92,78.43
1,2023-06-02 15:01:01.235,True,(-0.06;20.92;-83.68),(-47.88;36.27;-59.61),(-0.57;20.63;-83.23),(48.91;77.44;12.62),0.26,0.01,0.10,82.22,50.11,78.64
1,2023-06-02 15:01:01.247,True,(-0.07;20.92;-83.68),(-47.28;34.61;-58.80),(-0.58;20.63;-83.23),(49.00;77.32;13.86),0.25,0.00,0.10,83.31,50.43,78.74
1,2023-06-02 15:01:01.258,True,(-0.08;20.92;-83.68),(-46.57;32.69;-57.30),(-0.59;20.63;-83.23),(48.79;77.90;15.73),0.23,0.00,0.10,84.15,50.64,78.32
1,2023-06-02 15:01:01.269,True,(-0.08;20.92;-83.67),(-45.63;30.96;-55.53),(-0.60;20.64;-83.22),(48.54;79.19;18.03),0.22,0.00,0.11,84.64,50.98,77.43
1,2023-06-02 15:01:01.280,True,(-0.09;20.93;-83.67),(-44.57;29.59;-54.41),(-0.61;20.64;-83.22),(48.64;80.10;20.03),0.21,0.01,0.11,85.33,51.62,76.88
1,2023-06-02 15:01:01.293,True,(-0.10;20.93;-83.67),(-43.48;28.66;-53.59),(-0.62;20.64;-83.22),(48.86;81.14;21.88),0.20,0.01,0.11,85.83,52.37,76.28
1,2023-06-02 15:01:01.303,True,(-0.11;20.93;-83.67),(-42.45;27.72;-52.84),(-0.63;20.65;-83.22),(49.03;82.02;23.64),0.19,0.01,0.11,86.39,53.08,75.77
1,2023-06-02 15:01:01.314,True,(-0.11;20.93;-83.67),(-41.52;26.79;-52.02),(-0.64;20.65;-83.22),(49.06;82.93;25.34),0.18,0.01,0.11,86.88,53.69,75.21
1,2023-06-02 15:01:01.325,True,(-0.12;20.94;-83.66),(-41.03;25.27;-51.14),(-0.65;20.65;-83.21),(48.77;82.87;26.50),0.17,0.02,0.12,87.79,53.86,75.16
1,2023-06-02 15:01:01.335,True,(-0.13;20.94;-83.66),(-40.62;23.04;-50.43),(-0.66;20.66;-83.21),(48.53;81.83;27.46),0.16,0.02,0.12,89.48,54.01,75.74
1,2023-06-02 15:01:01.349,True,(-0.14;20.94;-83.66),(-40.11;20.54;-49.99),(-0.67;20.66;-83.21),(48.50;80.30;28.38),0.15,0.03,0.12,91.64,54.34,76.71
1,2023-06-02 15:01:01.360,True,(-0.14;20.94;-83.66),(-39.79;18.76;-49.55),(-0.68;20.66;-83.21),(48.37;79.31;29.06),0.14,0.03,0.13,93.07,54.50,77.31
1,2023-06-02 15:01:01.361,True,(-0.14;20.94;-83.66),(-39.79;18.76;-49.55),(-0.68;20.66;-83.21),(48.37;79.31;29.06),0.13,0.03,0.13,93.07,54.50,77.31
1,2023-06-02 15:01:01.380,True,(-0.15;20.95;-83.66),(-39.14;16.29;-48.92),(-0.70;20.67;-83.21),(48.26;78.15;30.27),0.13,0.03,0.13,95.07,54.90,78.03
1,2023-06-02 15:01:01.392,True,(-0.16;20.95;-83.66),(-39.46;15.42;-48.28),(-0.70;20.67;-83.21),(47.67;77.63;30.19),0.11,0.04,0.13,95.31,54.40,78.23
1,2023-06-02 15:01:01.403,True,(-0.16;20.95;-83.66),(-39.57;14.29;-47.65),(-0.71;20.67;-83.21),(47.19;77.04;30.39),0.11,0.04,0.13,95.85,54.11,78.51
1,2023-06-02 15:01:01.414,True,(-0.17;20.95;-83.66),(-40.64;12.99;-46.06),(-0.71;20.67;-83.21),(45.62;76.33;29.80),0.10,0.04,0.13,95.56,52.64,78.66
1,2023-06-02 15:01:01.425,True,(-0.17;20.95;-83.66),(-42.03;11.27;-44.83),(-0.71;20.67;-83.21),(44.17;74.60;28.63),0.10,0.04,0.13,95.85,50.98,79.58
1,2023-06-02 15:01:01.435,True,(-0.18;20.95;-83.66),(-43.77;8.84;-43.69),(-0.72;20.67;-83.21),(42.64;71.84;27.01),0.10,0.04,0.13,96.80,49.05,81.32
1,2023-06-02 15:01:01.448,True,(-0.18;20.95;-83.67),(-45.31;6.02;-41.22),(-0.72;20.67;-83.21),(40.38;70.22;26.22),0.09,0.04,0.12,97.03,46.89,82.23
1,2023-06-02 15:01:01.458,True,(-0.18;20.95;-83.67),(-46.44;3.05;-37.65),(-0.72;20.67;-83.22),(37.65;69.81;26.21),0.09,0.04,0.12,96.49,44.74,82.25
1,2023-06-02 15:01:01.471,True,(-0.19;20.95;-83.67),(-47.02;0.78;-35.76),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.472,True,(-0.19;20.95;-83.67),(-47.02;0.78;-35.76),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.492,False,(-0.19;20.94;-83.67),(-46.50;-4.98;-36.77),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.503,False,(-0.19;20.94;-83.67),(-46.06;-8.07;-38.16),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.513,False,(-0.19;20.93;-83.67),(-44.98;-12.12;-38.62),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.525,False,(-0.19;20.93;-83.67),(-43.97;-16.05;-37.68),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.536,False,(-0.19;20.93;-83.67),(-43.49;-18.88;-37.41),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.547,False,(-0.18;20.93;-83.67),(-43.51;-19.69;-38.34),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.557,False,(-0.18;20.92;-83.67),(-43.71;-20.30;-39.32),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.570,False,(-0.17;20.92;-83.67),(-45.30;-19.15;-39.01),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.581,False,(-0.17;20.92;-83.67),(-46.52;-19.76;-38.10),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.590,False,(-0.16;20.92;-83.67),(-48.59;-20.72;-36.10),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.603,False,(-0.16;20.92;-83.67),(-50.78;-22.70;-34.12),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.614,False,(-0.15;20.92;-83.67),(-52.88;-24.90;-32.49),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.625,False,(-0.14;20.92;-83.67),(-55.09;-28.10;-30.86),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.636,False,(-0.14;20.92;-83.67),(-57.30;-32.15;-28.77),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.648,False,(-0.13;20.92;-83.68),(-59.39;-35.73;-26.86),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.659,False,(-0.12;20.92;-83.68),(-61.35;-38.81;-24.81),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
1,2023-06-02 15:01:01.669,False,(-0.11;20.92;-83.68),(-64.06;-41.83;-21.77),(-0.72;20.67;-83.22),(36.23;68.90;26.18),0.09,0.04,0.12,96.82,43.62,82.83
