Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,10.10,0.01,3.68,0.00,3.68,5.88,1.13,1.77,0.00,0.00,1.31,0.00,0.85,0.00,0.00,73.50,0.00
2,31.17,0.01,2.70,7.41,7.22,13.37,4.49,5.27,1.57,1.22,3.09,2.17,1.38,0.08,106.00,100.41,107.50
3,14.81,0.04,0.00,7.00,7.00,7.03,1.00,3.27,1.93,1.57,0.00,0.00,3.77,0.60,97.00,0.00,0.00
4,45.32,0.01,0.65,9.43,9.42,17.31,4.40,9.97,4.42,3.43,2.80,2.98,4.02,0.52,123.50,112.98,66.38
5,26.81,0.21,5.63,0.00,5.63,9.60,3.13,7.18,4.57,0.00,0.00,2.31,173.70,49.83,0.00,0.00,70.88
6,43.13,0.64,4.36,4.07,1.93,16.58,4.69,5.59,3.83,6.28,3.60,2.56,68.45,37.26,345.50,690.31,206.25
7,13.97,0.43,9.24,2.88,9.17,6.60,0.71,2.17,0.00,0.00,1.34,3.14,49.49,0.00,0.00,36.02,73.88
8,48.00,2.48,7.31,1.36,7.28,19.58,4.81,4.61,2.83,3.54,2.42,10.19,258.11,10.36,179.88,267.61,474.13
