Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,10.34,0.01,4.82,0.00,4.82,5.79,0.31,2.52,0.00,0.00,1.70,0.00,0.92,0.00,0.00,64.82,0.00
2,33.48,0.02,8.86,6.09,6.50,15.78,4.64,5.49,1.94,1.99,1.10,2.52,1.70,0.08,31.25,59.65,112.63
3,19.12,0.04,0.00,0.87,0.87,7.58,2.29,5.37,2.61,1.27,0.00,0.00,3.62,0.52,90.88,0.00,0.00
4,33.75,0.02,3.97,2.27,3.67,14.23,5.62,3.82,4.88,3.70,1.49,0.00,3.06,0.97,194.00,207.16,0.00
5,33.13,0.29,7.51,9.51,6.34,14.94,4.16,8.00,3.40,0.64,0.50,1.49,103.81,21.35,17.50,13.34,57.13
6,28.91,0.03,3.83,4.49,2.34,11.70,5.18,5.98,2.70,1.60,1.74,0.00,34.40,28.28,81.88,163.21,0.00
7,10.44,0.48,3.66,0.00,3.66,6.27,0.86,2.20,0.00,0.00,1.10,0.00,47.43,0.00,0.00,48.66,0.00
8,16.24,2.25,4.11,4.81,2.50,8.32,2.02,1.60,1.26,0.00,1.21,1.81,80.82,13.55,0.00,68.16,110.50
