Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,16.28,0.02,2.15,3.07,2.83,6.61,8.67,4.90,5.96,5.36,1.23,135.45,240.56,219.37
2,18.91,0.00,6.15,5.01,6.72,7.57,10.96,6.28,6.23,6.81,1.97,210.93,209.89,377.59
3,15.79,0.06,1.32,2.52,2.80,7.81,6.09,3.62,4.09,3.60,4.35,187.98,128.12,123.96
4,36.75,0.02,6.65,5.77,5.93,13.16,20.99,10.49,12.14,13.14,4.46,319.50,217.34,348.05
5,27.88,0.17,1.26,5.71,5.58,10.54,15.18,8.90,8.59,8.16,35.38,147.68,214.75,214.71
6,53.28,0.93,1.71,2.28,1.54,20.87,28.40,17.96,19.06,19.83,957.23,937.70,756.32,829.37
7,15.04,1.73,2.01,3.64,3.06,6.92,6.68,3.46,4.00,4.23,66.84,48.25,141.25,87.85
8,17.12,1.09,1.15,0.96,1.40,7.47,8.67,4.76,5.67,4.59,137.42,104.27,190.49,170.32
