Task,Timestamp,isGrabbing,ControllerPosition,ControllerRotation,ObjectPosition,ObjectRotation,DistanceMismatchX,DistanceMismatchY,DistanceMismatchZ,RotationMismatchX,RotationMismatchY,RotationMismatchZ
1,2023-06-06 20:37:28.205,False,(0.09;20.77;-83.48),(-48.20;-10.33;36.24),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.217,False,(0.08;20.77;-83.48),(-48.02;-10.58;36.21),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.227,False,(0.08;20.77;-83.48),(-47.78;-10.85;36.30),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.238,False,(0.08;20.77;-83.47),(-47.60;-11.17;36.47),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.249,False,(0.08;20.77;-83.47),(-47.44;-11.63;36.76),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.261,False,(0.07;20.77;-83.47),(-47.29;-12.06;36.98),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.272,False,(0.07;20.76;-83.47),(-47.17;-12.49;37.21),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.283,False,(0.07;20.76;-83.47),(-47.07;-12.62;37.23),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.294,False,(0.07;20.76;-83.47),(-46.94;-12.72;37.19),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.305,False,(0.06;20.76;-83.47),(-46.85;-12.80;37.10),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.316,False,(0.06;20.76;-83.47),(-46.84;-12.86;36.96),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.326,False,(0.06;20.76;-83.47),(-46.90;-13.01;36.93),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.338,True,(0.06;20.76;-83.46),(-46.92;-13.19;36.91),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 20:37:28.349,True,(0.05;20.76;-83.46),(-46.88;-13.48;37.32),(0.00;20.62;-83.12),(-0.28;90.01;-0.02),0.80,0.00,0.20,59.99,0.28,59.99
1,2023-06-06 20:37:28.361,True,(0.05;20.76;-83.46),(-46.70;-13.56;37.35),(0.00;20.62;-83.12),(-0.34;89.95;0.15),0.80,0.00,0.20,60.05,0.37,60.05
1,2023-06-06 20:37:28.371,True,(0.05;20.76;-83.46),(-46.66;-13.53;37.21),(-0.01;20.62;-83.12),(-0.26;89.88;0.20),0.80,0.00,0.20,60.11,0.33,60.12
1,2023-06-06 20:37:28.382,True,(0.04;20.76;-83.46),(-46.68;-13.51;37.17),(-0.01;20.62;-83.12),(-0.22;89.87;0.20),0.79,0.00,0.20,60.13,0.30,60.13
1,2023-06-06 20:37:28.395,True,(0.04;20.76;-83.46),(-46.57;-13.56;37.20),(-0.01;20.62;-83.12),(-0.27;89.85;0.30),0.79,0.00,0.20,60.15,0.40,60.15
1,2023-06-06 20:37:28.405,True,(0.03;20.76;-83.46),(-46.43;-13.85;37.35),(-0.02;20.62;-83.12),(-0.40;89.67;0.40),0.79,0.00,0.20,60.33,0.56,60.33
1,2023-06-06 20:37:28.417,True,(0.03;20.76;-83.46),(-46.32;-14.37;37.62),(-0.02;20.62;-83.12),(-0.61;89.34;0.46),0.78,0.00,0.20,60.66,0.76,60.66
1,2023-06-06 20:37:28.427,True,(0.02;20.76;-83.46),(-46.22;-14.93;37.71),(-0.03;20.62;-83.12),(-0.70;88.85;0.55),0.78,0.00,0.20,61.15,0.89,61.16
1,2023-06-06 20:37:28.438,True,(0.01;20.76;-83.46),(-46.16;-15.34;37.63),(-0.03;20.62;-83.12),(-0.65;88.38;0.62),0.77,0.00,0.20,61.61,0.90,61.62
1,2023-06-06 20:37:28.449,True,(0.01;20.76;-83.46),(-46.13;-15.48;37.16),(-0.04;20.62;-83.12),(-0.34;87.90;0.72),0.77,0.00,0.20,62.10,0.80,62.10
1,2023-06-06 20:37:28.461,True,(0.00;20.76;-83.46),(-46.01;-15.60;36.86),(-0.04;20.62;-83.12),(-0.17;87.57;0.89),0.76,0.00,0.20,62.43,0.90,62.43
1,2023-06-06 20:37:28.472,True,(0.00;20.76;-83.46),(-45.91;-15.61;36.49),(-0.05;20.62;-83.12),(0.06;87.28;1.04),0.76,0.00,0.20,62.72,1.04,62.72
1,2023-06-06 20:37:28.483,True,(-0.01;20.76;-83.46),(-45.85;-16.00;36.44),(-0.06;20.62;-83.12),(0.08;86.86;1.11),0.75,0.00,0.20,63.14,1.11,63.14
1,2023-06-06 20:37:28.495,True,(-0.02;20.76;-83.46),(-45.85;-16.50;36.57),(-0.06;20.62;-83.12),(-0.01;86.45;1.09),0.74,0.00,0.20,63.55,1.09,63.55
1,2023-06-06 20:37:28.505,True,(-0.02;20.76;-83.46),(-45.97;-17.44;37.05),(-0.07;20.62;-83.12),(-0.30;85.87;0.90),0.74,0.00,0.20,64.13,0.95,64.14
1,2023-06-06 20:37:28.516,True,(-0.03;20.75;-83.46),(-46.02;-18.15;37.32),(-0.08;20.62;-83.12),(-0.47;85.35;0.80),0.73,0.00,0.20,64.65,0.93,64.66
1,2023-06-06 20:37:28.527,True,(-0.04;20.75;-83.46),(-46.00;-18.90;37.53),(-0.09;20.62;-83.13),(-0.62;84.75;0.79),0.72,0.00,0.20,65.24,1.00,65.25
1,2023-06-06 20:37:28.539,True,(-0.05;20.75;-83.46),(-45.96;-19.62;37.73),(-0.10;20.62;-83.13),(-0.76;84.18;0.79),0.71,0.01,0.20,65.81,1.10,65.82
1,2023-06-06 20:37:28.549,True,(-0.06;20.75;-83.47),(-45.79;-20.47;37.90),(-0.12;20.62;-83.13),(-0.92;83.45;0.94),0.70,0.01,0.20,66.54,1.31,66.56
1,2023-06-06 20:37:28.560,True,(-0.07;20.75;-83.47),(-45.64;-21.13;38.07),(-0.13;20.62;-83.13),(-1.07;82.90;1.05),0.68,0.01,0.19,67.08,1.50,67.10
1,2023-06-06 20:37:28.571,True,(-0.07;20.75;-83.47),(-45.33;-21.80;38.21),(-0.14;20.61;-83.14),(-1.24;82.33;1.32),0.67,0.01,0.19,67.65,1.81,67.68
1,2023-06-06 20:37:28.583,True,(-0.08;20.75;-83.47),(-45.08;-22.13;38.09),(-0.15;20.61;-83.14),(-1.22;81.91;1.59),0.66,0.01,0.19,68.07,2.01,68.10
1,2023-06-06 20:37:28.594,True,(-0.09;20.75;-83.47),(-44.96;-22.40;37.91),(-0.16;20.61;-83.14),(-1.13;81.51;1.73),0.65,0.01,0.19,68.47,2.07,68.49
1,2023-06-06 20:37:28.604,True,(-0.10;20.75;-83.47),(-45.02;-22.73;37.59),(-0.17;20.61;-83.14),(-0.90;80.95;1.73),0.64,0.01,0.19,69.03,1.95,69.05
1,2023-06-06 20:37:28.615,True,(-0.11;20.75;-83.47),(-45.08;-22.92;37.28),(-0.18;20.61;-83.14),(-0.67;80.55;1.73),0.63,0.01,0.18,69.44,1.85,69.45
1,2023-06-06 20:37:28.628,True,(-0.11;20.75;-83.48),(-45.05;-22.93;37.11),(-0.19;20.61;-83.14),(-0.56;80.41;1.78),0.62,0.01,0.18,69.58,1.87,69.59
1,2023-06-06 20:37:28.639,True,(-0.12;20.75;-83.48),(-44.96;-22.80;37.02),(-0.19;20.61;-83.14),(-0.51;80.47;1.88),0.61,0.01,0.18,69.52,1.95,69.53
1,2023-06-06 20:37:28.649,True,(-0.13;20.75;-83.48),(-44.82;-22.65;36.85),(-0.20;20.61;-83.15),(-0.43;80.50;2.04),0.61,0.01,0.18,69.50,2.08,69.50
1,2023-06-06 20:37:28.660,True,(-0.13;20.75;-83.48),(-44.71;-22.37;36.75),(-0.21;20.61;-83.15),(-0.39;80.71;2.16),0.60,0.01,0.18,69.29,2.20,69.29
1,2023-06-06 20:37:28.671,True,(-0.14;20.75;-83.48),(-44.56;-22.13;36.62),(-0.22;20.61;-83.15),(-0.33;80.86;2.33),0.59,0.01,0.18,69.15,2.36,69.14
1,2023-06-06 20:37:28.683,True,(-0.15;20.75;-83.48),(-44.42;-22.12;36.51),(-0.22;20.61;-83.15),(-0.29;80.80;2.47),0.58,0.01,0.18,69.21,2.49,69.20
1,2023-06-06 20:37:28.694,True,(-0.16;20.75;-83.48),(-44.33;-22.10;36.08),(-0.23;20.62;-83.15),(-0.01;80.51;2.64),0.58,0.01,0.18,69.51,2.64,69.49
1,2023-06-06 20:37:28.705,True,(-0.16;20.75;-83.48),(-44.28;-22.14;35.41),(-0.24;20.62;-83.15),(0.45;80.00;2.79),0.57,0.01,0.18,70.05,2.83,70.00
1,2023-06-06 20:37:28.716,True,(-0.17;20.75;-83.48),(-44.28;-22.25;34.46),(-0.24;20.62;-83.15),(1.12;79.23;2.92),0.56,0.01,0.18,70.85,3.13,70.78
1,2023-06-06 20:37:28.726,True,(-0.17;20.75;-83.48),(-44.15;-22.57;33.88),(-0.25;20.62;-83.15),(1.49;78.51;3.13),0.56,0.01,0.18,71.60,3.47,71.49
1,2023-06-06 20:37:28.739,True,(-0.18;20.75;-83.48),(-44.02;-22.92;33.51),(-0.25;20.62;-83.15),(1.73;77.91;3.31),0.55,0.01,0.17,72.22,3.74,72.10
1,2023-06-06 20:37:28.750,True,(-0.18;20.76;-83.48),(-43.81;-23.27;33.28),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.55,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.760,False,(-0.19;20.76;-83.49),(-43.36;-23.67;33.22),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.771,False,(-0.19;20.76;-83.49),(-43.01;-23.92;32.91),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.782,False,(-0.19;20.76;-83.49),(-42.65;-24.17;32.67),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.793,False,(-0.19;20.76;-83.49),(-42.60;-24.22;31.61),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.804,False,(-0.19;20.76;-83.49),(-42.66;-24.50;30.68),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.816,False,(-0.19;20.76;-83.49),(-42.89;-24.43;31.28),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.827,False,(-0.19;20.76;-83.49),(-43.40;-24.52;31.00),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.839,False,(-0.19;20.76;-83.49),(-43.63;-24.70;30.95),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.848,False,(-0.18;20.76;-83.49),(-43.92;-24.80;31.07),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.860,False,(-0.18;20.77;-83.49),(-44.13;-24.60;31.44),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.871,False,(-0.17;20.77;-83.49),(-44.26;-23.96;31.32),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.882,False,(-0.17;20.77;-83.48),(-44.32;-23.16;30.79),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.894,False,(-0.16;20.77;-83.48),(-44.49;-22.40;30.49),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.905,False,(-0.15;20.77;-83.48),(-44.63;-21.85;30.70),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.916,False,(-0.14;20.77;-83.48),(-44.76;-21.41;30.83),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.927,False,(-0.14;20.77;-83.47),(-44.90;-20.87;30.99),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.938,False,(-0.12;20.77;-83.47),(-45.05;-20.14;30.70),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.949,False,(-0.12;20.77;-83.47),(-45.16;-19.40;31.01),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.960,False,(-0.10;20.77;-83.46),(-45.29;-18.52;31.43),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.973,False,(-0.09;20.77;-83.46),(-45.35;-17.37;32.04),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.982,False,(-0.08;20.77;-83.45),(-45.23;-16.17;32.47),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:28.994,False,(-0.07;20.77;-83.45),(-45.03;-14.90;32.31),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.004,False,(-0.06;20.77;-83.45),(-44.88;-13.18;31.59),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.017,False,(-0.05;20.77;-83.44),(-44.84;-11.74;30.80),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.027,False,(-0.03;20.76;-83.44),(-44.84;-9.96;29.69),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.039,False,(-0.02;20.76;-83.44),(-44.82;-8.38;29.76),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.051,False,(-0.01;20.76;-83.43),(-44.78;-7.08;30.96),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.060,False,(0.00;20.76;-83.43),(-44.73;-5.45;32.04),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.072,False,(0.01;20.76;-83.43),(-44.81;-3.70;33.04),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.082,False,(0.02;20.76;-83.43),(-44.95;-2.03;32.81),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.093,False,(0.03;20.76;-83.42),(-44.98;-0.24;32.56),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.104,False,(0.04;20.75;-83.42),(-44.78;1.22;31.80),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.115,True,(0.05;20.75;-83.42),(-44.38;2.46;31.07),(-0.26;20.62;-83.15),(1.85;77.41;3.55),0.54,0.01,0.17,72.74,4.00,72.60
1,2023-06-06 20:37:29.127,True,(0.05;20.75;-83.42),(-43.87;3.35;30.79),(-0.25;20.62;-83.15),(2.17;78.13;3.98),0.54,0.01,0.17,72.07,4.54,71.89
