Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,8.85,0.01,2.23,1.35,2.55,5.80,2.97,1.53,2.04,2.02,0.94,62.72,124.56,99.48
2,9.03,0.01,2.07,6.78,7.08,4.88,4.04,1.94,2.48,2.79,1.37,55.54,105.14,142.19
3,15.31,0.04,8.53,4.83,9.80,8.63,6.13,3.83,4.13,3.74,3.98,172.86,93.25,157.63
4,13.58,0.01,8.00,1.86,7.87,7.48,5.77,3.07,3.67,3.02,4.11,121.04,115.19,100.81
5,14.01,0.56,2.39,3.08,3.67,6.52,6.84,3.83,4.47,3.89,29.79,83.05,231.85,128.98
6,13.56,0.75,0.64,3.48,3.54,6.79,6.26,3.12,4.09,3.99,58.79,139.72,261.32,196.30
7,7.91,1.01,3.00,1.01,2.93,3.74,3.24,2.19,2.51,2.44,63.45,61.25,106.43,77.01
8,10.57,0.63,2.15,0.32,2.16,5.60,4.08,2.77,2.44,3.01,112.02,113.01,95.88,155.15
