Task,Timestamp,isGrabbing,ControllerPosition,ControllerRotation,ObjectPosition,ObjectRotation,DistanceMismatchX,DistanceMismatchY,DistanceMismatchZ,RotationMismatchX,RotationMismatchY,RotationMismatchZ
1,2023-06-06 18:53:45.078,False,(-0.01;20.70;-83.79),(-31.55;4.20;1.91),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.088,False,(-0.01;20.70;-83.79),(-31.50;4.23;1.81),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.099,False,(-0.01;20.70;-83.79),(-31.44;4.22;1.79),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.110,False,(-0.01;20.70;-83.79),(-31.39;4.19;1.85),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.122,False,(-0.01;20.70;-83.79),(-31.39;4.06;2.09),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.133,False,(-0.01;20.70;-83.79),(-31.37;3.98;2.18),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.144,False,(-0.01;20.70;-83.79),(-31.35;3.88;2.25),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.155,False,(-0.01;20.70;-83.79),(-31.30;3.78;2.29),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.166,False,(-0.01;20.70;-83.79),(-31.23;3.64;2.36),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.177,False,(-0.01;20.70;-83.79),(-31.14;3.50;2.45),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.188,False,(-0.01;20.70;-83.79),(-31.08;3.39;2.51),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.199,False,(-0.01;20.70;-83.79),(-31.04;3.31;2.53),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.210,False,(-0.01;20.70;-83.79),(-31.02;3.23;2.49),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.221,False,(-0.01;20.70;-83.79),(-31.10;3.29;2.23),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.232,False,(-0.01;20.70;-83.79),(-31.16;3.28;2.13),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.243,False,(-0.01;20.70;-83.79),(-31.25;3.20;2.17),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.254,False,(-0.01;20.70;-83.79),(-31.33;3.07;2.38),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.266,False,(-0.01;20.70;-83.79),(-31.39;2.93;2.59),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.277,False,(0.00;20.70;-83.79),(-31.46;2.76;2.90),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.291,False,(0.00;20.70;-83.79),(-31.53;2.62;3.23),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.303,False,(0.00;20.70;-83.79),(-31.57;2.48;3.56),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.314,False,(0.00;20.70;-83.79),(-31.61;2.22;4.08),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.326,False,(0.00;20.70;-83.79),(-31.67;1.84;4.65),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.336,False,(0.00;20.70;-83.79),(-31.76;1.06;5.65),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.347,False,(0.00;20.70;-83.79),(-31.84;-0.03;6.86),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.359,False,(0.00;20.70;-83.79),(-31.87;-1.24;8.09),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.369,False,(0.00;20.70;-83.79),(-31.85;-2.50;9.36),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.381,False,(0.00;20.70;-83.78),(-31.72;-4.06;10.74),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.391,False,(0.00;20.70;-83.78),(-31.50;-5.88;12.06),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.403,False,(0.00;20.70;-83.78),(-31.10;-8.04;13.37),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.414,False,(-0.01;20.70;-83.78),(-30.57;-10.05;14.23),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.426,False,(-0.01;20.70;-83.78),(-30.03;-11.93;14.73),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.437,False,(-0.01;20.69;-83.78),(-29.66;-13.33;15.09),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.447,False,(-0.01;20.69;-83.78),(-29.30;-14.90;15.71),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.458,False,(-0.01;20.69;-83.78),(-29.09;-16.68;16.88),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.470,False,(-0.01;20.69;-83.78),(-29.00;-18.63;18.46),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.480,False,(-0.01;20.69;-83.78),(-28.83;-20.69;19.97),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.493,False,(-0.01;20.69;-83.78),(-28.77;-22.37;21.09),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.503,False,(-0.01;20.69;-83.78),(-28.70;-23.95;21.59),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.514,False,(-0.01;20.69;-83.78),(-28.59;-25.15;21.32),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.525,False,(-0.01;20.69;-83.78),(-28.41;-26.18;20.91),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.537,False,(-0.01;20.69;-83.78),(-28.18;-26.91;19.96),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.547,False,(-0.01;20.69;-83.78),(-27.78;-27.67;19.31),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.558,False,(-0.01;20.69;-83.77),(-27.33;-27.92;19.05),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.569,False,(-0.01;20.69;-83.77),(-26.75;-28.05;19.15),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.581,False,(-0.01;20.69;-83.77),(-26.25;-28.12;19.32),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.591,False,(-0.01;20.69;-83.77),(-25.66;-28.16;20.07),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.603,False,(-0.01;20.69;-83.77),(-25.20;-28.25;20.85),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.614,False,(-0.01;20.68;-83.76),(-25.00;-28.27;22.07),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.625,False,(-0.01;20.68;-83.76),(-24.87;-28.21;22.82),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
1,2023-06-06 18:53:45.636,False,(0.00;20.68;-83.76),(-25.05;-27.80;22.90),(0.00;20.62;-83.12),(0.00;90.00;0.00),0.80,0.00,0.20,60.00,0.00,60.00
