Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,15.33,0.02,8.00,3.37,7.31,7.19,7.26,4.23,4.84,4.32,1.09,116.88,168.51,128.38
2,15.90,0.00,0.98,1.40,1.01,8.52,6.47,4.09,4.49,4.06,1.82,176.72,350.17,209.79
3,12.83,0.06,0.78,8.68,8.68,7.77,4.76,3.56,3.60,2.67,3.61,139.60,117.20,71.29
4,13.57,0.02,3.36,4.83,5.14,7.16,6.11,3.70,3.39,3.30,3.37,136.74,74.90,105.67
5,20.47,0.35,8.47,9.72,4.99,7.34,12.68,6.74,6.98,6.97,29.21,111.31,191.61,156.00
6,18.50,0.78,0.47,4.02,4.04,8.49,9.53,5.58,5.60,6.08,67.30,277.15,299.40,224.89
7,8.10,0.92,6.57,4.41,6.65,5.57,2.32,1.47,1.88,1.40,53.84,42.12,85.29,58.87
8,15.22,1.90,1.71,0.70,1.57,6.59,7.87,4.51,4.72,5.30,140.35,182.85,161.15,256.89
