Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,21.72,0.02,1.30,0.00,1.30,8.28,3.00,3.67,4.36,0.00,2.41,0.00,0.88,0.26,0.00,132.11,0.00
2,55.99,0.00,6.15,9.21,9.81,17.12,6.68,9.59,11.32,3.56,5.52,2.19,1.41,0.63,154.13,262.56,14.50
3,26.44,0.03,0.00,10.00,10.00,9.92,3.87,7.32,2.27,3.04,0.00,0.00,3.51,0.57,100.00,0.00,0.00
4,82.94,0.02,7.55,3.05,7.23,27.21,13.42,11.63,3.82,4.83,19.63,2.38,3.11,0.44,199.75,1033.91,201.63
5,31.19,0.31,1.88,0.00,1.87,10.28,4.56,11.20,2.38,0.00,0.00,2.77,29.98,10.28,0.00,0.00,62.38
6,60.18,0.67,9.81,9.03,7.40,21.52,9.24,6.70,8.50,8.72,2.48,3.00,56.39,33.45,252.00,282.99,47.88
7,100.72,0.99,8.59,4.44,9.30,38.91,17.96,11.06,4.29,11.81,11.30,5.39,165.66,23.56,260.13,538.03,77.50
8,99.72,1.82,8.85,4.36,9.63,33.51,18.97,10.34,9.24,12.24,10.82,4.57,129.56,25.03,303.00,644.38,140.75
