Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,13.46,0.02,5.61,6.16,6.08,6.81,5.87,3.70,4.34,4.14,1.51,182.36,232.37,202.38
2,85.55,0.01,3.83,1.91,3.54,38.59,37.30,23.46,27.67,24.98,24.35,1127.85,1611.84,1113.29
3,17.51,0.02,9.08,1.89,9.26,8.57,7.88,5.83,5.62,6.06,5.37,399.33,258.54,299.52
4,52.10,0.02,8.07,5.49,9.74,14.51,23.87,21.18,19.11,18.98,5.48,705.47,406.49,354.59
5,89.11,0.37,4.79,5.71,3.28,37.00,42.12,28.43,33.59,25.23,1980.85,1133.95,1566.00,1039.87
6,27.43,0.58,6.04,4.70,3.93,11.97,13.77,8.76,8.33,9.89,69.94,417.43,358.02,470.76
7,21.77,1.60,2.76,9.08,9.17,8.93,8.76,6.14,6.78,7.03,65.64,136.82,236.78,197.62
8,48.75,2.19,5.07,5.27,1.70,11.94,13.84,20.14,19.41,18.83,350.55,759.87,486.42,782.78
