Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,17.19,0.02,0.29,0.00,0.29,7.77,3.39,3.89,0.00,0.00,2.12,0.00,1.16,0.00,0.00,86.28,0.00
2,40.38,0.01,3.80,6.59,5.51,17.26,6.58,6.54,4.13,1.99,1.82,2.06,10.30,0.12,89.88,383.54,101.25
3,19.51,0.04,0.00,3.62,3.62,9.80,1.91,5.26,1.16,1.37,0.00,0.00,3.88,0.44,93.63,0.00,0.00
4,51.29,0.01,3.48,3.55,1.41,18.38,11.87,4.70,3.80,2.59,5.21,4.73,3.33,0.43,61.50,245.80,159.75
5,24.88,0.29,2.12,0.00,2.13,9.77,3.78,7.83,2.29,0.00,0.00,1.21,119.04,20.49,0.00,0.00,83.63
6,38.22,0.45,2.41,8.53,8.84,14.51,6.83,5.22,2.94,2.80,3.03,2.87,47.09,28.99,176.38,421.22,425.63
7,10.56,1.18,0.24,0.00,0.24,6.00,0.53,2.51,0.00,0.00,1.50,0.00,71.12,0.00,0.00,44.76,0.00
8,20.06,2.02,0.70,0.66,0.87,10.02,2.37,4.01,0.61,1.29,0.24,1.51,155.15,9.08,47.00,87.53,90.88
