Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentTranslation,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslation,TotalRotationX,TotalRotationY,TotalRotationZ
1,15.73,0.02,6.21,4.24,5.20,7.83,7.41,4.70,5.69,4.11,1.16,162.49,337.34,141.97
2,17.43,0.01,6.77,4.22,7.65,7.51,9.37,5.23,6.41,6.01,1.68,168.26,387.78,279.12
3,23.45,0.03,9.07,1.78,9.20,10.47,9.38,7.50,7.20,7.26,6.96,389.46,315.23,369.66
4,30.35,0.02,1.82,8.65,8.55,18.13,11.64,7.59,7.56,7.74,8.22,394.71,301.23,381.49
5,21.18,0.19,9.13,8.90,2.08,7.69,8.82,6.23,7.86,7.49,29.59,111.29,303.69,218.74
6,20.33,1.00,4.72,4.13,4.17,7.84,11.96,7.23,6.77,7.24,58.25,323.43,250.21,396.48
7,32.64,1.37,7.34,5.22,8.80,11.22,6.88,10.26,11.71,12.30,108.54,205.58,363.14,521.13
8,24.83,1.09,3.99,0.93,3.99,10.08,10.26,8.60,7.80,9.44,144.88,324.90,205.82,522.40
