Task,Time,DistanceMismatch,RotationMismatchX,RotationMismatchY,RotationMismatchZ,TimeSpentIdle,TimeSpentChecking,TimeSpentTranslationXZ,TimeSpentTranslationY,TimeSpentRotationX,TimeSpentRotationY,TimeSpentRotationZ,TotalTranslationXZ,TotalTranslationY,TotalRotationX,TotalRotationY,TotalRotationZ
1,18.03,0.00,0.00,0.00,0.00,7.80,1.92,4.44,1.29,0.00,2.57,0.00,0.88,0.06,0.00,78.27,0.00
2,39.86,0.02,3.33,4.55,5.31,12.62,3.63,3.79,3.78,3.97,5.44,6.61,1.23,0.17,92.75,329.10,34.75
3,24.91,0.06,0.00,8.12,8.12,11.23,3.46,5.73,2.88,1.60,0.00,0.00,4.36,0.96,81.88,0.00,0.00
4,39.04,0.01,1.70,1.64,0.91,13.76,6.20,4.86,4.91,3.83,1.40,4.07,3.02,0.43,98.13,67.52,40.75
5,32.01,0.14,2.00,0.37,2.03,8.86,4.40,10.01,4.18,1.84,0.00,2.71,129.64,18.88,24.63,0.00,81.25
6,41.47,0.11,1.99,6.52,6.49,14.42,5.98,6.72,3.26,3.33,5.22,2.52,58.88,27.50,59.88,278.94,62.38
7,12.79,0.07,0.54,0.00,0.54,4.89,1.49,4.11,0.00,0.00,2.29,0.00,48.26,0.00,0.00,85.57,0.00
8,27.43,1.20,1.15,1.31,0.62,9.77,3.38,4.64,1.24,4.96,1.90,1.53,94.30,9.34,30.00,176.98,90.63
